row_type,step,group,term,raw,reference,fulfillment,discounted_sum,fpl_score
perstep,11,posture,right_shoulder_roll_joint,-0.020338,-0.200000,0.912424,,
perstep,11,posture,right_shoulder_yaw_joint,-0.022296,0.000000,0.991484,,
perstep,11,posture,right_elbow_joint,0.557300,1.280000,0.689455,,
perstep,11,posture,right_wrist_roll_joint,-0.004417,0.000000,0.997760,,
perstep,11,posture,right_wrist_pitch_joint,0.011415,0.000000,0.992929,,
perstep,11,posture,right_wrist_yaw_joint,-0.018211,0.000000,0.988720,,
perstep,12,orientation,orientation_rz,0.977004,1.000000,1.000000,,
perstep,12,height,torso_height,0.963189,0.900000,0.929790,,
perstep,12,posture,left_hip_pitch_joint,0.004281,0.000000,0.998514,,
perstep,12,posture,left_hip_roll_joint,0.024957,0.000000,0.991589,,
perstep,12,posture,left_hip_yaw_joint,0.007175,0.000000,0.997398,,
perstep,12,posture,left_knee_joint,0.222792,0.000000,0.922636,,
perstep,12,posture,left_ankle_pitch_joint,-0.056560,0.000000,0.935187,,
perstep,12,posture,left_ankle_roll_joint,-0.008154,0.000000,0.968854,,
perstep,12,posture,right_hip_pitch_joint,-0.007271,0.000000,0.997475,,
perstep,12,posture,right_hip_roll_joint,-0.040263,0.000000,0.986430,,
perstep,12,posture,right_hip_yaw_joint,-0.030755,0.000000,0.988847,,
perstep,12,posture,right_knee_joint,0.220469,0.000000,0.923443,,
perstep,12,posture,right_ankle_pitch_joint,-0.040429,0.000000,0.953672,,
perstep,12,posture,right_ankle_roll_joint,-0.005953,0.000000,0.977263,,
perstep,12,posture,waist_yaw_joint,0.021679,0.000000,0.991719,,
perstep,12,posture,waist_roll_joint,-0.030107,0.000000,0.942102,,
perstep,12,posture,waist_pitch_joint,-0.042520,0.000000,0.918231,,
perstep,12,posture,left_shoulder_pitch_joint,0.135715,0.200000,0.980456,,
perstep,12,posture,left_shoulder_roll_joint,0.051068,0.200000,0.927403,,
perstep,12,posture,left_shoulder_yaw_joint,-0.068180,0.000000,0.973957,,
perstep,12,posture,left_elbow_joint,0.473176,1.280000,0.653307,,
perstep,12,posture,left_wrist_roll_joint,-0.012675,0.000000,0.993573,,
perstep,12,posture,left_wrist_pitch_joint,0.021321,0.000000,0.986794,,
perstep,12,posture,left_wrist_yaw_joint,-0.006055,0.000000,0.996249,,
perstep,12,posture,right_shoulder_pitch_joint,0.080337,0.200000,0.963619,,
perstep,12,posture,right_shoulder_roll_joint,-0.028055,-0.200000,0.916186,,
perstep,12,posture,right_shoulder_yaw_joint,-0.031927,0.000000,0.987805,,
perstep,12,posture,right_elbow_joint,0.469461,1.280000,0.651711,,
perstep,12,posture,right_wrist_roll_joint,-0.002753,0.000000,0.998604,,
perstep,12,posture,right_wrist_pitch_joint,0.015135,0.000000,0.990625,,
perstep,12,posture,right_wrist_yaw_joint,-0.024806,0.000000,0.984635,,
perstep,13,orientation,orientation_rz,0.975331,1.000000,1.000000,,
perstep,13,height,torso_height,0.960856,0.900000,0.932383,,
perstep,13,posture,left_hip_pitch_joint,-0.004278,0.000000,0.998515,,
perstep,13,posture,left_hip_roll_joint,0.034198,0.000000,0.988474,,
perstep,13,posture,left_hip_yaw_joint,0.006511,0.000000,0.997639,,
perstep,13,posture,left_knee_joint,0.233242,0.000000,0.919008,,
perstep,13,posture,left_ankle_pitch_joint,-0.070224,0.000000,0.919529,,
perstep,13,posture,left_ankle_roll_joint,-0.011339,0.000000,0.956690,,
perstep,13,posture,right_hip_pitch_joint,-0.006237,0.000000,0.997834,,
perstep,13,posture,right_hip_roll_joint,-0.039435,0.000000,0.986709,,
perstep,13,posture,right_hip_yaw_joint,-0.044507,0.000000,0.983860,,
perstep,13,posture,right_knee_joint,0.222433,0.000000,0.922761,,
perstep,13,posture,right_ankle_pitch_joint,-0.040227,0.000000,0.953903,,
perstep,13,posture,right_ankle_roll_joint,-0.002644,0.000000,0.989901,,
perstep,13,posture,waist_yaw_joint,0.007724,0.000000,0.997050,,
perstep,13,posture,waist_roll_joint,-0.022863,0.000000,0.956033,,
perstep,13,posture,waist_pitch_joint,-0.049667,0.000000,0.904486,,
perstep,13,posture,left_shoulder_pitch_joint,0.139792,0.200000,0.981695,,
perstep,13,posture,left_shoulder_roll_joint,0.053066,0.200000,0.928377,,
perstep,13,posture,left_shoulder_yaw_joint,-0.067472,0.000000,0.974228,,
perstep,13,posture,left_elbow_joint,0.398869,1.280000,0.621377,,
perstep,13,posture,left_wrist_roll_joint,0.008361,0.000000,0.995761,,
perstep,13,posture,left_wrist_pitch_joint,0.024627,0.000000,0.984746,,
perstep,13,posture,left_wrist_yaw_joint,-0.016255,0.000000,0.989931,,
perstep,13,posture,right_shoulder_pitch_joint,0.075507,0.200000,0.962151,,
perstep,13,posture,right_shoulder_roll_joint,-0.042482,-0.200000,0.923218,,
perstep,13,posture,right_shoulder_yaw_joint,-0.031754,0.000000,0.987871,,
perstep,13,posture,right_elbow_joint,0.392347,1.280000,0.618575,,
perstep,13,posture,right_wrist_roll_joint,-0.009307,0.000000,0.995281,,
perstep,13,posture,right_wrist_pitch_joint,0.017021,0.000000,0.989457,,
perstep,13,posture,right_wrist_yaw_joint,-0.029429,0.000000,0.981771,,
perstep,14,orientation,orientation_rz,0.971925,1.000000,1.000000,,
perstep,14,height,torso_height,0.958192,0.900000,0.935343,,
perstep,14,posture,left_hip_pitch_joint,-0.000366,0.000000,0.999873,,
perstep,14,posture,left_hip_roll_joint,0.032337,0.000000,0.989101,,
perstep,14,posture,left_hip_yaw_joint,0.004052,0.000000,0.998530,,
perstep,14,posture,left_knee_joint,0.233360,0.000000,0.918967,,
perstep,14,posture,left_ankle_pitch_joint,-0.069869,0.000000,0.919937,,
perstep,14,posture,left_ankle_roll_joint,-0.010178,0.000000,0.961123,,
perstep,14,posture,right_hip_pitch_joint,-0.002021,0.000000,0.999298,,
perstep,14,posture,right_hip_roll_joint,-0.037819,0.000000,0.987254,,
perstep,14,posture,right_hip_yaw_joint,-0.042172,0.000000,0.984707,,
perstep,14,posture,right_knee_joint,0.222900,0.000000,0.922599,,
perstep,14,posture,right_ankle_pitch_joint,-0.036953,0.000000,0.957655,,
perstep,14,posture,right_ankle_roll_joint,-0.000896,0.000000,0.996578,,
perstep,14,posture,waist_yaw_joint,-0.018420,0.000000,0.992964,,
perstep,14,posture,waist_roll_joint,-0.011613,0.000000,0.977667,,
perstep,14,posture,waist_pitch_joint,-0.049537,0.000000,0.904737,,
perstep,14,posture,left_shoulder_pitch_joint,0.139083,0.200000,0.981480,,
perstep,14,posture,left_shoulder_roll_joint,0.055083,0.200000,0.929360,,
perstep,14,posture,left_shoulder_yaw_joint,-0.056952,0.000000,0.978246,,
perstep,14,posture,left_elbow_joint,0.335458,1.280000,0.594130,,
perstep,14,posture,left_wrist_roll_joint,0.032176,0.000000,0.983686,,
perstep,14,posture,left_wrist_pitch_joint,0.026097,0.000000,0.983835,,
perstep,14,posture,left_wrist_yaw_joint,-0.028461,0.000000,0.982371,,
perstep,14,posture,right_shoulder_pitch_joint,0.060601,0.200000,0.957619,,
perstep,14,posture,right_shoulder_roll_joint,-0.055204,-0.200000,0.929419,,
perstep,14,posture,right_shoulder_yaw_joint,-0.021870,0.000000,0.991646,,
perstep,14,posture,right_elbow_joint,0.325520,1.280000,0.589859,,
perstep,14,posture,right_wrist_roll_joint,-0.019429,0.000000,0.990149,,
perstep,14,posture,right_wrist_pitch_joint,0.016966,0.000000,0.989491,,
perstep,14,posture,right_wrist_yaw_joint,-0.032081,0.000000,0.980129,,
perstep,15,orientation,orientation_rz,0.969061,1.000000,1.000000,,
perstep,15,height,torso_height,0.955544,0.900000,0.938285,,
perstep,15,posture,left_hip_pitch_joint,0.002505,0.000000,0.999130,,
perstep,15,posture,left_hip_roll_joint,0.020505,0.000000,0.993089,,
perstep,15,posture,left_hip_yaw_joint,-0.007559,0.000000,0.997259,,
perstep,15,posture,left_knee_joint,0.232040,0.000000,0.919425,,
perstep,15,posture,left_ankle_pitch_joint,-0.077290,0.000000,0.911433,,
perstep,15,posture,left_ankle_roll_joint,-0.000768,0.000000,0.997068,,
perstep,15,posture,right_hip_pitch_joint,-0.005629,0.000000,0.998045,,
perstep,15,posture,right_hip_roll_joint,-0.037911,0.000000,0.987223,,
perstep,15,posture,right_hip_yaw_joint,-0.028301,0.000000,0.989737,,
perstep,15,posture,right_knee_joint,0.229737,0.000000,0.920225,,
perstep,15,posture,right_ankle_pitch_joint,-0.027321,0.000000,0.968693,,
perstep,15,posture,right_ankle_roll_joint,0.002818,0.000000,0.989237,,
perstep,15,posture,waist_yaw_joint,-0.037669,0.000000,0.985612,,
perstep,15,posture,waist_roll_joint,-0.008809,0.000000,0.983059,,
perstep,15,posture,waist_pitch_joint,-0.046143,0.000000,0.911263,,
perstep,15,posture,left_shoulder_pitch_joint,0.129507,0.200000,0.978568,,
perstep,15,posture,left_shoulder_roll_joint,0.052808,0.200000,0.928251,,
perstep,15,posture,left_shoulder_yaw_joint,-0.044793,0.000000,0.982890,,
perstep,15,posture,left_elbow_joint,0.282637,1.280000,0.571432,,
perstep,15,posture,left_wrist_roll_joint,0.046001,0.000000,0.976676,,
perstep,15,posture,left_wrist_pitch_joint,0.025680,0.000000,0.984094,,
perstep,15,posture,left_wrist_yaw_joint,-0.038654,0.000000,0.976057,,
perstep,15,posture,right_shoulder_pitch_joint,0.052860,0.200000,0.955266,,
perstep,15,posture,right_shoulder_roll_joint,-0.061753,-0.200000,0.932612,,
perstep,15,posture,right_shoulder_yaw_joint,-0.018038,0.000000,0.993110,,
perstep,15,posture,right_elbow_joint,0.268833,1.280000,0.565501,,
perstep,15,posture,right_wrist_roll_joint,-0.019556,0.000000,0.990084,,
perstep,15,posture,right_wrist_pitch_joint,0.014884,0.000000,0.990781,,
perstep,15,posture,right_wrist_yaw_joint,-0.032736,0.000000,0.979723,,
perstep,16,orientation,orientation_rz,0.967443,1.000000,1.000000,,
perstep,16,height,torso_height,0.953816,0.900000,0.940204,,
perstep,16,posture,left_hip_pitch_joint,0.003308,0.000000,0.998851,,
perstep,16,posture,left_hip_roll_joint,0.011923,0.000000,0.995981,,
perstep,16,posture,left_hip_yaw_joint,-0.016474,0.000000,0.994026,,
perstep,16,posture,left_knee_joint,0.232254,0.000000,0.919351,,
perstep,16,posture,left_ankle_pitch_joint,-0.084199,0.000000,0.903516,,
perstep,16,posture,left_ankle_roll_joint,-0.005935,0.000000,0.977328,,
perstep,16,posture,right_hip_pitch_joint,-0.021836,0.000000,0.992417,,
perstep,16,posture,right_hip_roll_joint,-0.040266,0.000000,0.986429,,
perstep,16,posture,right_hip_yaw_joint,-0.026283,0.000000,0.990469,,
perstep,16,posture,right_knee_joint,0.242981,0.000000,0.915626,,
perstep,16,posture,right_ankle_pitch_joint,-0.020819,0.000000,0.976143,,
perstep,16,posture,right_ankle_roll_joint,0.001053,0.000000,0.995977,,
perstep,16,posture,waist_yaw_joint,-0.052762,0.000000,0.979847,,
perstep,16,posture,waist_roll_joint,-0.012060,0.000000,0.976807,,
perstep,16,posture,waist_pitch_joint,-0.037426,0.000000,0.928028,,
perstep,16,posture,left_shoulder_pitch_joint,0.111263,0.200000,0.973022,,
perstep,16,posture,left_shoulder_roll_joint,0.048857,0.200000,0.926326,,
perstep,16,posture,left_shoulder_yaw_joint,-0.034365,0.000000,0.986873,,
perstep,16,posture,left_elbow_joint,0.240104,1.280000,0.553156,,
perstep,16,posture,left_wrist_roll_joint,0.049836,0.000000,0.974731,,
perstep,16,posture,left_wrist_pitch_joint,0.023300,0.000000,0.985568,,
perstep,16,posture,left_wrist_yaw_joint,-0.046784,0.000000,0.971022,,
perstep,16,posture,right_shoulder_pitch_joint,0.046858,0.200000,0.953441,,
perstep,16,posture,right_shoulder_roll_joint,-0.066800,-0.200000,0.935072,,
perstep,16,posture,right_shoulder_yaw_joint,-0.016743,0.000000,0.993605,,
perstep,16,posture,right_elbow_joint,0.222085,1.280000,0.545413,,
perstep,16,posture,right_wrist_roll_joint,-0.010081,0.000000,0.994888,,
perstep,16,posture,right_wrist_pitch_joint,0.010735,0.000000,0.993351,,
perstep,16,posture,right_wrist_yaw_joint,-0.031346,0.000000,0.980584,,
perstep,17,orientation,orientation_rz,0.968197,1.000000,1.000000,,
perstep,17,height,torso_height,0.951808,0.900000,0.942436,,
perstep,17,posture,left_hip_pitch_joint,0.000532,0.000000,0.999815,,
perstep,17,posture,left_hip_roll_joint,0.010023,0.000000,0.996622,,
perstep,17,posture,left_hip_yaw_joint,-0.021268,0.000000,0.992287,,
perstep,17,posture,left_knee_joint,0.245500,0.000000,0.914751,,
perstep,17,posture,left_ankle_pitch_joint,-0.085693,0.000000,0.901803,,
perstep,17,posture,left_ankle_roll_joint,-0.010441,0.000000,0.960118,,
perstep,17,posture,right_hip_pitch_joint,-0.034177,0.000000,0.988132,,
perstep,17,posture,right_hip_roll_joint,-0.037582,0.000000,0.987334,,
perstep,17,posture,right_hip_yaw_joint,-0.023288,0.000000,0.991555,,
perstep,17,posture,right_knee_joint,0.258411,0.000000,0.910268,,
perstep,17,posture,right_ankle_pitch_joint,-0.015716,0.000000,0.981991,,
perstep,17,posture,right_ankle_roll_joint,-0.001059,0.000000,0.995955,,
perstep,17,posture,waist_yaw_joint,-0.060336,0.000000,0.976953,,
perstep,17,posture,waist_roll_joint,-0.007638,0.000000,0.985311,,
perstep,17,posture,waist_pitch_joint,-0.024947,0.000000,0.952026,,
perstep,17,posture,left_shoulder_pitch_joint,0.085402,0.200000,0.965159,,
perstep,17,posture,left_shoulder_roll_joint,0.038901,0.200000,0.921472,,
perstep,17,posture,left_shoulder_yaw_joint,-0.029948,0.000000,0.988561,,
perstep,17,posture,left_elbow_joint,0.208504,1.280000,0.539577,,
perstep,17,posture,left_wrist_roll_joint,0.043683,0.000000,0.977851,,
perstep,17,posture,left_wrist_pitch_joint,0.019121,0.000000,0.988156,,
perstep,17,posture,left_wrist_yaw_joint,-0.052875,0.000000,0.967249,,
perstep,17,posture,right_shoulder_pitch_joint,0.050400,0.200000,0.954518,,
perstep,17,posture,right_shoulder_roll_joint,-0.076360,-0.200000,0.939732,,
perstep,17,posture,right_shoulder_yaw_joint,-0.011812,0.000000,0.995488,,
perstep,17,posture,right_elbow_joint,0.185419,1.280000,0.529658,,
perstep,17,posture,right_wrist_roll_joint,-0.010672,0.000000,0.994589,,
perstep,17,posture,right_wrist_pitch_joint,0.004557,0.000000,0.997177,,
perstep,17,posture,right_wrist_yaw_joint,-0.027966,0.000000,0.982678,,
perstep,18,orientation,orientation_rz,0.968702,1.000000,1.000000,,
perstep,18,height,torso_height,0.950399,0.900000,0.944001,,
perstep,18,posture,left_hip_pitch_joint,-0.005851,0.000000,0.997968,,
perstep,18,posture,left_hip_roll_joint,0.002412,0.000000,0.999187,,
perstep,18,posture,left_hip_yaw_joint,-0.029235,0.000000,0.989399,,
perstep,18,posture,left_knee_joint,0.268054,0.000000,0.906919,,
perstep,18,posture,left_ankle_pitch_joint,-0.083954,0.000000,0.903797,,
perstep,18,posture,left_ankle_roll_joint,-0.020038,0.000000,0.923459,,
perstep,18,posture,right_hip_pitch_joint,-0.050395,0.000000,0.982500,,
perstep,18,posture,right_hip_roll_joint,-0.035835,0.000000,0.987923,,
perstep,18,posture,right_hip_yaw_joint,-0.020339,0.000000,0.992624,,
perstep,18,posture,right_knee_joint,0.273142,0.000000,0.905152,,
perstep,18,posture,right_ankle_pitch_joint,-0.013681,0.000000,0.984323,,
perstep,18,posture,right_ankle_roll_joint,0.001469,0.000000,0.994390,,
perstep,18,posture,waist_yaw_joint,-0.068927,0.000000,0.973672,,
perstep,18,posture,waist_roll_joint,-0.007716,0.000000,0.985162,,
perstep,18,posture,waist_pitch_joint,-0.008660,0.000000,0.983346,,
perstep,18,posture,left_shoulder_pitch_joint,0.054932,0.200000,0.955896,,
perstep,18,posture,left_shoulder_roll_joint,0.025127,0.200000,0.914759,,
perstep,18,posture,left_shoulder_yaw_joint,-0.028273,0.000000,0.989200,,
perstep,18,posture,left_elbow_joint,0.187504,1.280000,0.530553,,
perstep,18,posture,left_wrist_roll_joint,0.027543,0.000000,0.986035,,
perstep,18,posture,left_wrist_pitch_joint,0.013058,0.000000,0.991911,,
perstep,18,posture,left_wrist_yaw_joint,-0.056891,0.000000,0.964761,,
perstep,18,posture,right_shoulder_pitch_joint,0.057954,0.200000,0.956814,,
perstep,18,posture,right_shoulder_roll_joint,-0.088288,-0.200000,0.945546,,
perstep,18,posture,right_shoulder_yaw_joint,-0.005209,0.000000,0.998010,,
perstep,18,posture,right_elbow_joint,0.158830,1.280000,0.518232,,
perstep,18,posture,right_wrist_roll_joint,-0.019199,0.000000,0.990265,,
perstep,18,posture,right_wrist_pitch_joint,-0.003643,0.000000,0.997743,,
perstep,18,posture,right_wrist_yaw_joint,-0.022539,0.000000,0.986039,,
perstep,19,orientation,orientation_rz,0.969555,1.000000,1.000000,,
perstep,19,height,torso_height,0.948835,0.900000,0.945738,,
perstep,19,posture,left_hip_pitch_joint,-0.011909,0.000000,0.995865,,
perstep,19,posture,left_hip_roll_joint,-0.007156,0.000000,0.997588,,
perstep,19,posture,left_hip_yaw_joint,-0.037295,0.000000,0.986476,,
perstep,19,posture,left_knee_joint,0.290563,0.000000,0.899103,,
perstep,19,posture,left_ankle_pitch_joint,-0.081326,0.000000,0.906808,,
perstep,19,posture,left_ankle_roll_joint,-0.029012,0.000000,0.889182,,
perstep,19,posture,right_hip_pitch_joint,-0.070471,0.000000,0.975529,,
perstep,19,posture,right_hip_roll_joint,-0.038193,0.000000,0.987128,,
perstep,19,posture,right_hip_yaw_joint,-0.020172,0.000000,0.992685,,
perstep,19,posture,right_knee_joint,0.286825,0.000000,0.900401,,
perstep,19,posture,right_ankle_pitch_joint,-0.007744,0.000000,0.991127,,
perstep,19,posture,right_ankle_roll_joint,0.000205,0.000000,0.999216,,
perstep,19,posture,waist_yaw_joint,-0.080499,0.000000,0.969252,,
perstep,19,posture,waist_roll_joint,-0.013672,0.000000,0.973708,,
perstep,19,posture,waist_pitch_joint,0.003024,0.000000,0.994184,,
perstep,19,posture,left_shoulder_pitch_joint,0.022079,0.200000,0.945907,,
perstep,19,posture,left_shoulder_roll_joint,0.009585,0.200000,0.907183,,
perstep,19,posture,left_shoulder_yaw_joint,-0.023577,0.000000,0.990994,,
perstep,19,posture,left_elbow_joint,0.176820,1.280000,0.525962,,
perstep,19,posture,left_wrist_roll_joint,0.004319,0.000000,0.997810,,
perstep,19,posture,left_wrist_pitch_joint,0.005051,0.000000,0.996871,,
perstep,19,posture,left_wrist_yaw_joint,-0.058882,0.000000,0.963528,,
perstep,19,posture,right_shoulder_pitch_joint,0.071277,0.200000,0.960865,,
perstep,19,posture,right_shoulder_roll_joint,-0.097785,-0.200000,0.950176,,
perstep,19,posture,right_shoulder_yaw_joint,0.007095,0.000000,0.997290,,
perstep,19,posture,right_elbow_joint,0.142319,1.280000,0.511137,,
perstep,19,posture,right_wrist_roll_joint,-0.031180,0.000000,0.984191,,
perstep,19,posture,right_wrist_pitch_joint,-0.013861,0.000000,0.991414,,
perstep,19,posture,right_wrist_yaw_joint,-0.015119,0.000000,0.990635,,
perstep,20,orientation,orientation_rz,0.970136,1.000000,1.000000,,
perstep,20,height,torso_height,0.946042,0.900000,0.948843,,
perstep,20,posture,left_hip_pitch_joint,-0.017965,0.000000,0.993762,,
perstep,20,posture,left_hip_roll_joint,-0.017132,0.000000,0.994226,,
perstep,20,posture,left_hip_yaw_joint,-0.040589,0.000000,0.985281,,
perstep,20,posture,left_knee_joint,0.299533,0.000000,0.895988,,
perstep,20,posture,left_ankle_pitch_joint,-0.076522,0.000000,0.912313,,
perstep,20,posture,left_ankle_roll_joint,-0.033628,0.000000,0.871550,,
perstep,20,posture,right_hip_pitch_joint,-0.093877,0.000000,0.967402,,
perstep,20,posture,right_hip_roll_joint,-0.045680,0.000000,0.984605,,
perstep,20,posture,right_hip_yaw_joint,-0.025899,0.000000,0.990608,,
perstep,20,posture,right_knee_joint,0.291465,0.000000,0.898790,,
perstep,20,posture,right_ankle_pitch_joint,0.001042,0.000000,0.998807,,
perstep,20,posture,right_ankle_roll_joint,-0.007231,0.000000,0.972379,,
perstep,20,posture,waist_yaw_joint,-0.090076,0.000000,0.965593,,
perstep,20,posture,waist_roll_joint,-0.018475,0.000000,0.964470,,
perstep,20,posture,waist_pitch_joint,0.000944,0.000000,0.998184,,
perstep,20,posture,left_shoulder_pitch_joint,-0.001074,0.200000,0.938868,,
perstep,20,posture,left_shoulder_roll_joint,-0.002545,0.200000,0.901270,,
perstep,20,posture,left_shoulder_yaw_joint,-0.012529,0.000000,0.995214,,
perstep,20,posture,left_elbow_joint,0.175548,1.280000,0.525416,,
perstep,20,posture,left_wrist_roll_joint,-0.008866,0.000000,0.995504,,
perstep,20,posture,left_wrist_pitch_joint,-0.004832,0.000000,0.997007,,
perstep,20,posture,left_wrist_yaw_joint,-0.058873,0.000000,0.963533,,
perstep,20,posture,right_shoulder_pitch_joint,0.083352,0.200000,0.964536,,
perstep,20,posture,right_shoulder_roll_joint,-0.097145,-0.200000,0.949864,,
perstep,20,posture,right_shoulder_yaw_joint,0.012444,0.000000,0.995247,,
perstep,20,posture,right_elbow_joint,0.136523,1.280000,0.508647,,
perstep,20,posture,right_wrist_roll_joint,-0.049212,0.000000,0.975047,,
perstep,20,posture,right_wrist_pitch_joint,-0.021935,0.000000,0.986413,,
perstep,20,posture,right_wrist_yaw_joint,-0.005646,0.000000,0.996503,,
perstep,21,orientation,orientation_rz,0.968873,1.000000,1.000000,,
perstep,21,height,torso_height,0.944139,0.900000,0.950956,,
perstep,21,posture,left_hip_pitch_joint,-0.020822,0.000000,0.992770,,
perstep,21,posture,left_hip_roll_joint,-0.025146,0.000000,0.991525,,
perstep,21,posture,left_hip_yaw_joint,-0.040524,0.000000,0.985305,,
perstep,21,posture,left_knee_joint,0.300239,0.000000,0.895743,,
perstep,21,posture,left_ankle_pitch_joint,-0.069062,0.000000,0.920861,,
perstep,21,posture,left_ankle_roll_joint,-0.031936,0.000000,0.878012,,
perstep,21,posture,right_hip_pitch_joint,-0.117381,0.000000,0.959240,,
perstep,21,posture,right_hip_roll_joint,-0.049455,0.000000,0.983332,,
perstep,21,posture,right_hip_yaw_joint,-0.035765,0.000000,0.987031,,
perstep,21,posture,right_knee_joint,0.287461,0.000000,0.900180,,
perstep,21,posture,right_ankle_pitch_joint,0.006988,0.000000,0.991993,,
perstep,21,posture,right_ankle_roll_joint,-0.015393,0.000000,0.941205,,
perstep,21,posture,waist_yaw_joint,-0.095743,0.000000,0.963429,,
perstep,21,posture,waist_roll_joint,-0.022138,0.000000,0.957427,,
perstep,21,posture,waist_pitch_joint,-0.010946,0.000000,0.978949,,
perstep,21,posture,left_shoulder_pitch_joint,-0.014781,0.200000,0.934701,,
perstep,21,posture,left_shoulder_roll_joint,-0.012253,0.200000,0.896538,,
perstep,21,posture,left_shoulder_yaw_joint,-0.003646,0.000000,0.998608,,
perstep,21,posture,left_elbow_joint,0.183885,1.280000,0.528998,,
perstep,21,posture,left_wrist_roll_joint,-0.012035,0.000000,0.993898,,
perstep,21,posture,left_wrist_pitch_joint,-0.016701,0.000000,0.989655,,
perstep,21,posture,left_wrist_yaw_joint,-0.056844,0.000000,0.964790,,
perstep,21,posture,right_shoulder_pitch_joint,0.093086,0.200000,0.967495,,
perstep,21,posture,right_shoulder_roll_joint,-0.088392,-0.200000,0.945597,,
perstep,21,posture,right_shoulder_yaw_joint,0.010389,0.000000,0.996032,,
perstep,21,posture,right_elbow_joint,0.139952,1.280000,0.510120,,
perstep,21,posture,right_wrist_roll_joint,-0.071048,0.000000,0.963975,,
perstep,21,posture,right_wrist_pitch_joint,-0.027870,0.000000,0.982737,,
perstep,21,posture,right_wrist_yaw_joint,0.004097,0.000000,0.997462,,
perstep,22,orientation,orientation_rz,0.966258,1.000000,1.000000,,
perstep,22,height,torso_height,0.941869,0.900000,0.953479,,
perstep,22,posture,left_hip_pitch_joint,-0.024000,0.000000,0.991666,,
perstep,22,posture,left_hip_roll_joint,-0.024987,0.000000,0.991579,,
perstep,22,posture,left_hip_yaw_joint,-0.039692,0.000000,0.985606,,
perstep,22,posture,left_knee_joint,0.309186,0.000000,0.892636,,
perstep,22,posture,left_ankle_pitch_joint,-0.066251,0.000000,0.924082,,
perstep,22,posture,left_ankle_roll_joint,-0.029825,0.000000,0.886077,,
perstep,22,posture,right_hip_pitch_joint,-0.133507,0.000000,0.953640,,
perstep,22,posture,right_hip_roll_joint,-0.043532,0.000000,0.985328,,
perstep,22,posture,right_hip_yaw_joint,-0.034675,0.000000,0.987426,,
perstep,22,posture,right_knee_joint,0.278394,0.000000,0.903329,,
perstep,22,posture,right_ankle_pitch_joint,0.015653,0.000000,0.982063,,
perstep,22,posture,right_ankle_roll_joint,-0.011856,0.000000,0.954715,,
perstep,22,posture,waist_yaw_joint,-0.091330,0.000000,0.965115,,
perstep,22,posture,waist_roll_joint,-0.026850,0.000000,0.948365,,
perstep,22,posture,waist_pitch_joint,-0.016040,0.000000,0.969154,,
perstep,22,posture,left_shoulder_pitch_joint,-0.019259,0.200000,0.933340,,
perstep,22,posture,left_shoulder_roll_joint,-0.016910,0.200000,0.894268,,
perstep,22,posture,left_shoulder_yaw_joint,-0.004580,0.000000,0.998251,,
perstep,22,posture,left_elbow_joint,0.198813,1.280000,0.535413,,
perstep,22,posture,left_wrist_roll_joint,-0.005211,0.000000,0.997358,,
perstep,22,posture,left_wrist_pitch_joint,-0.029787,0.000000,0.981550,,
perstep,22,posture,left_wrist_yaw_joint,-0.052795,0.000000,0.967298,,
perstep,22,posture,right_shoulder_pitch_joint,0.102412,0.200000,0.970331,,
perstep,22,posture,right_shoulder_roll_joint,-0.083329,-0.200000,0.943129,,
perstep,22,posture,right_shoulder_yaw_joint,0.002976,0.000000,0.998863,,
perstep,22,posture,right_elbow_joint,0.141001,1.280000,0.510571,,
perstep,22,posture,right_wrist_roll_joint,-0.082873,0.000000,0.957980,,
perstep,22,posture,right_wrist_pitch_joint,-0.031610,0.000000,0.980420,,
perstep,22,posture,right_wrist_yaw_joint,0.011887,0.000000,0.992637,,
perstep,23,orientation,orientation_rz,0.964165,1.000000,1.000000,,
perstep,23,height,torso_height,0.940077,0.900000,0.955471,,
perstep,23,posture,left_hip_pitch_joint,-0.027417,0.000000,0.990479,,
perstep,23,posture,left_hip_roll_joint,-0.023476,0.000000,0.992088,,
perstep,23,posture,left_hip_yaw_joint,-0.041338,0.000000,0.985009,,
perstep,23,posture,left_knee_joint,0.324531,0.000000,0.887308,,
perstep,23,posture,left_ankle_pitch_joint,-0.069244,0.000000,0.920652,,
perstep,23,posture,left_ankle_roll_joint,-0.022517,0.000000,0.913990,,
perstep,23,posture,right_hip_pitch_joint,-0.146905,0.000000,0.948988,,
perstep,23,posture,right_hip_roll_joint,-0.032252,0.000000,0.989130,,
perstep,23,posture,right_hip_yaw_joint,-0.027186,0.000000,0.990142,,
perstep,23,posture,right_knee_joint,0.266138,0.000000,0.907585,,
perstep,23,posture,right_ankle_pitch_joint,0.020857,0.000000,0.976100,,
perstep,23,posture,right_ankle_roll_joint,-0.001474,0.000000,0.994369,,
perstep,23,posture,waist_yaw_joint,-0.079977,0.000000,0.969451,,
perstep,23,posture,waist_roll_joint,-0.033286,0.000000,0.935989,,
perstep,23,posture,waist_pitch_joint,-0.015988,0.000000,0.969253,,
perstep,23,posture,left_shoulder_pitch_joint,-0.014731,0.200000,0.934716,,
perstep,23,posture,left_shoulder_roll_joint,-0.021551,0.200000,0.892006,,
perstep,23,posture,left_shoulder_yaw_joint,-0.015226,0.000000,0.994184,,
